trust,as_of,table,bucket_lo,bucket_hi,share_receivables,share_accounts,score_type,sample_note,prospectus_accession,prospectus_file,bucket_label
discover,2023-05-31,account_age,,11,0.0,0.0,,STALE: last prospectus filed 2023-06-23; DCENT notes defeased 2025-12-18; amounts in $000s; recv shares taken from printed percentages (no amount column); accts shares taken from printed percentages (no amount column),0001193125-23-173892,d460049d424b5.htm,Less Than 12 Months
discover,2023-05-31,account_age,12,23,0.0,0.0,,STALE: last prospectus filed 2023-06-23; DCENT notes defeased 2025-12-18; amounts in $000s; recv shares taken from printed percentages (no amount column); accts shares taken from printed percentages (no amount column),0001193125-23-173892,d460049d424b5.htm,12 to 23 Months
discover,2023-05-31,account_age,24,35,0.0,0.0,,STALE: last prospectus filed 2023-06-23; DCENT notes defeased 2025-12-18; amounts in $000s; recv shares taken from printed percentages (no amount column); accts shares taken from printed percentages (no amount column),0001193125-23-173892,d460049d424b5.htm,24 to 35 Months
discover,2023-05-31,account_age,36,47,0.0,0.0,,STALE: last prospectus filed 2023-06-23; DCENT notes defeased 2025-12-18; amounts in $000s; recv shares taken from printed percentages (no amount column); accts shares taken from printed percentages (no amount column),0001193125-23-173892,d460049d424b5.htm,36 to 47 Months
discover,2023-05-31,account_age,48,59,0.0,0.0,,STALE: last prospectus filed 2023-06-23; DCENT notes defeased 2025-12-18; amounts in $000s; recv shares taken from printed percentages (no amount column); accts shares taken from printed percentages (no amount column),0001193125-23-173892,d460049d424b5.htm,48 to 59 Months
discover,2023-05-31,account_age,60,,1.0,1.0,,STALE: last prospectus filed 2023-06-23; DCENT notes defeased 2025-12-18; amounts in $000s; recv shares taken from printed percentages (no amount column); accts shares taken from printed percentages (no amount column),0001193125-23-173892,d460049d424b5.htm,60 Months or Greater
synchrony,2026-05-31,fico,,599,0.0616812654317559,,VantageScore,"VantageScore, not FICO, refreshed at least quarterly; private-label/retail pool; bucket: includes unscored",0001104659-26-092741,tm2622401d3_424b5.htm,No score and/or less than or equal to 599*
synchrony,2026-05-31,fico,600,659,0.177056548208318,,VantageScore,"VantageScore, not FICO, refreshed at least quarterly; private-label/retail pool",0001104659-26-092741,tm2622401d3_424b5.htm,600-659
synchrony,2026-05-31,fico,660,719,0.271968605796043,,VantageScore,"VantageScore, not FICO, refreshed at least quarterly; private-label/retail pool",0001104659-26-092741,tm2622401d3_424b5.htm,660-719
synchrony,2026-05-31,fico,720,,0.4892935806509218,,VantageScore,"VantageScore, not FICO, refreshed at least quarterly; private-label/retail pool",0001104659-26-092741,tm2622401d3_424b5.htm,720 and above
synchrony,2026-05-31,credit_limit,1,500,0.004619147684292059,0.042031466861404056,,"VantageScore, not FICO, refreshed at least quarterly; private-label/retail pool",0001104659-26-092741,tm2622401d3_424b5.htm,$0.01-$500.00
synchrony,2026-05-31,credit_limit,501,1000,0.015423212920065623,0.04206879834555045,,"VantageScore, not FICO, refreshed at least quarterly; private-label/retail pool",0001104659-26-092741,tm2622401d3_424b5.htm,"$500.01-$1,000.00"
synchrony,2026-05-31,credit_limit,1001,2000,0.049642308261350215,0.09609338803162847,,"VantageScore, not FICO, refreshed at least quarterly; private-label/retail pool",0001104659-26-092741,tm2622401d3_424b5.htm,"$1,000.01-$2,000.00"
synchrony,2026-05-31,credit_limit,2001,3000,0.070003488277572,0.1252721874306427,,"VantageScore, not FICO, refreshed at least quarterly; private-label/retail pool",0001104659-26-092741,tm2622401d3_424b5.htm,"$2,000.01-$3,000.00"
synchrony,2026-05-31,credit_limit,3001,4000,0.07185464240917841,0.09858529016790986,,"VantageScore, not FICO, refreshed at least quarterly; private-label/retail pool",0001104659-26-092741,tm2622401d3_424b5.htm,"$3,000.01-$4,000.00"
synchrony,2026-05-31,credit_limit,4001,5000,0.07244710264499397,0.07955380182811767,,"VantageScore, not FICO, refreshed at least quarterly; private-label/retail pool",0001104659-26-092741,tm2622401d3_424b5.htm,"$4,000.01-$5,000.00"
synchrony,2026-05-31,credit_limit,5001,6000,0.07150067414417559,0.06911857808979398,,"VantageScore, not FICO, refreshed at least quarterly; private-label/retail pool",0001104659-26-092741,tm2622401d3_424b5.htm,"$5,000.01-$6,000.00"
synchrony,2026-05-31,credit_limit,6001,7000,0.07044056138972196,0.05896523262628525,,"VantageScore, not FICO, refreshed at least quarterly; private-label/retail pool",0001104659-26-092741,tm2622401d3_424b5.htm,"$6,000.01-$7,000.00"
synchrony,2026-05-31,credit_limit,7001,8000,0.07700735199934694,0.0634171910973104,,"VantageScore, not FICO, refreshed at least quarterly; private-label/retail pool",0001104659-26-092741,tm2622401d3_424b5.htm,"$7,000.01-$8,000.00"
synchrony,2026-05-31,credit_limit,8001,9000,0.05084954616144282,0.04414678125898129,,"VantageScore, not FICO, refreshed at least quarterly; private-label/retail pool",0001104659-26-092741,tm2622401d3_424b5.htm,"$8,000.01-$9,000.00"
synchrony,2026-05-31,credit_limit,9001,10000,0.12191463686145118,0.09600123551870819,,"VantageScore, not FICO, refreshed at least quarterly; private-label/retail pool",0001104659-26-092741,tm2622401d3_424b5.htm,"$9,000.01-$10,000.00"
synchrony,2026-05-31,credit_limit,10001,,0.32429732733344796,0.1847460487436677,,"VantageScore, not FICO, refreshed at least quarterly; private-label/retail pool",0001104659-26-092741,tm2622401d3_424b5.htm,"$10,000.01 or more"
synchrony,2026-05-31,account_age,,6,0.0,0.0,,"VantageScore, not FICO, refreshed at least quarterly; private-label/retail pool",0001104659-26-092741,tm2622401d3_424b5.htm,Up to 6 Months
synchrony,2026-05-31,account_age,6,12,0.007047312414790872,0.009348008186334222,,"VantageScore, not FICO, refreshed at least quarterly; private-label/retail pool",0001104659-26-092741,tm2622401d3_424b5.htm,6 Months to 12 Months
synchrony,2026-05-31,account_age,13,24,0.03359046328605503,0.046376033391734094,,"VantageScore, not FICO, refreshed at least quarterly; private-label/retail pool",0001104659-26-092741,tm2622401d3_424b5.htm,Over 12 Months to 24 Months
synchrony,2026-05-31,account_age,25,36,0.04884958590507088,0.05773349820553181,,"VantageScore, not FICO, refreshed at least quarterly; private-label/retail pool",0001104659-26-092741,tm2622401d3_424b5.htm,Over 24 Months to 36 Months
synchrony,2026-05-31,account_age,37,48,0.06375175979161485,0.07100734663152393,,"VantageScore, not FICO, refreshed at least quarterly; private-label/retail pool",0001104659-26-092741,tm2622401d3_424b5.htm,Over 36 Months to 48 Months
synchrony,2026-05-31,account_age,49,60,0.08586846404397268,0.10085995374987088,,"VantageScore, not FICO, refreshed at least quarterly; private-label/retail pool",0001104659-26-092741,tm2622401d3_424b5.htm,Over 48 Months to 60 Months
synchrony,2026-05-31,account_age,61,72,0.07790285465741378,0.08785110772229876,,"VantageScore, not FICO, refreshed at least quarterly; private-label/retail pool",0001104659-26-092741,tm2622401d3_424b5.htm,Over 60 Months to 72 Months
synchrony,2026-05-31,account_age,73,84,0.08288835839494375,0.09076899789000406,,"VantageScore, not FICO, refreshed at least quarterly; private-label/retail pool",0001104659-26-092741,tm2622401d3_424b5.htm,Over 72 Months to 84 Months
synchrony,2026-05-31,account_age,85,96,0.0850559744071855,0.08188277504865878,,"VantageScore, not FICO, refreshed at least quarterly; private-label/retail pool",0001104659-26-092741,tm2622401d3_424b5.htm,Over 84 Months to 96 Months
synchrony,2026-05-31,account_age,97,108,0.08311529284003309,0.08301233370869374,,"VantageScore, not FICO, refreshed at least quarterly; private-label/retail pool",0001104659-26-092741,tm2622401d3_424b5.htm,Over 96 Months to 108 Months
synchrony,2026-05-31,account_age,109,120,0.10078884312681262,0.08149657317431144,,"VantageScore, not FICO, refreshed at least quarterly; private-label/retail pool",0001104659-26-092741,tm2622401d3_424b5.htm,Over 108 Months to 120 Months
synchrony,2026-05-31,account_age,121,,0.3311410910450682,0.2896633722910383,,"VantageScore, not FICO, refreshed at least quarterly; private-label/retail pool",0001104659-26-092741,tm2622401d3_424b5.htm,Over 120 Months
